mbid;originalhash;myhash;themhash;status
Settlements.Settlement.name.village_K4_4;-703985351;-703985351;1505193440;UseMy
Settlements.Settlement.name.village_K5_2;-532235590;-532235590;-1184349155;UseMy
Settlements.Settlement.name.village_K5_3;657805544;657805544;-600091907;UseMy
Settlements.Settlement.name.village_K5_4;1906913440;1906913440;115303740;UseMy
Settlements.Settlement.name.village_K6_1;1841028238;1841028238;733970128;UseMy
Settlements.Settlement.name.village_K6_2;-1924758188;-1924758188;2111253896;UseMy
Settlements.Settlement.name.village_K6_3;-54671631;-54671631;-1125614859;UseMy
Settlements.Settlement.name.village_S1_1;-1636091562;-1636091562;2065187274;UseMy
Settlements.Settlement.name.village_S1_3;2123352918;2123352918;1916972748;UseMy
Settlements.Settlement.name.village_S2_1;-569289917;-569289917;1525310872;UseMy
Settlements.Settlement.name.village_S2_2;-358734746;-358734746;1849343289;UseMy
Settlements.Settlement.name.village_S3_1;434481899;434481899;-1432186120;UseMy
Settlements.Settlement.name.village_S3_2;-646600790;-646600790;-59421268;UseMy
Settlements.Settlement.name.village_S4_1;503504782;503504782;497551967;UseMy
Settlements.Settlement.name.village_S4_3;1042685823;1042685823;684274353;UseMy
Settlements.Settlement.name.village_S4_4;-1143637804;-1143637804;-2088945442;UseMy
Settlements.Settlement.name.village_S5_1;-1818407556;-1818407556;389319698;UseMy
Settlements.Settlement.name.village_S5_2;690067306;690067306;5385415;UseMy
Settlements.Settlement.name.village_S6_1;-682729924;-682729924;458403741;UseMy
Settlements.Settlement.name.village_S6_2;-694431335;-694431335;239292159;UseMy
Settlements.Settlement.name.village_S6_3;-1458102021;-1458102021;-1558452367;UseMy
Settlements.Settlement.name.village_S7_1;1186919310;1186919310;117167483;UseMy
Settlements.Settlement.name.village_S7_2;657801101;657801101;-534029488;UseMy
Settlements.Settlement.name.village_V1_1;-88167925;-88167925;-802801747;UseMy
Settlements.Settlement.name.village_V1_2;-1630760809;1098122414;-350656396;UseMy
Settlements.Settlement.name.village_V2_1;-1153557453;-1153557453;-1204594208;UseMy
Settlements.Settlement.name.village_V2_2;1527109155;1527109155;1492218741;UseMy
Settlements.Settlement.name.village_V2_3;-1692509482;-1692509482;1971289135;UseMy
Settlements.Settlement.name.village_V3_2;-2086111110;-2086111110;1505197496;UseMy
Settlements.Settlement.name.village_V3_3;-793974713;-793974713;-63495288;UseMy
Settlements.Settlement.name.village_V3_4;928788978;1237965171;-797393524;UseMy
Settlements.Settlement.name.village_V5_1;-1292860055;-1292860055;1840189589;UseMy
Settlements.Settlement.name.village_V5_2;75894980;75894980;1311071529;UseMy
Settlements.Settlement.name.village_V5_3;-560922037;-560922037;-10105126;UseMy
Settlements.Settlement.name.village_V6_1;-827892265;-827892265;-1534981271;UseMy
Settlements.Settlement.name.village_V6_2;1502599502;1502599502;-736090174;UseMy
Settlements.Settlement.name.village_V6_3;-46137122;-46137122;-1666223361;UseMy
Settlements.Settlement.name.village_V6_4;1326489177;1326489177;-175288532;UseMy
Settlements.Settlement.name.village_V7_1;1854831875;1854831875;-426433258;UseMy
Settlements.Settlement.name.village_V7_2;-730661125;-730661125;504504563;UseMy
Settlements.Settlement.name.village_V8_1;-1138640842;-1138640842;-2116652610;UseMy
Settlements.Settlement.name.village_V8_2;-1217468124;-1217468124;1650404762;UseMy
Settlements.Settlement.name.village_V8_3;-495272570;-495272570;251519104;UseMy
Settlements.Settlement.name.village_V9_1;1344416736;1344416736;1046609989;UseMy
Settlements.Settlement.name.village_V9_2;1683746779;1683746779;199529265;UseMy
